Wall time,Step,Value
1774130932.642897,210,0.07999999821186066
1774130981.1589472,421,0.09200000017881393
1774131029.7690477,632,0.1120000034570694
1774131078.3582065,843,0.15800000727176666
1774131127.4591854,1054,0.18400000035762787
1774131176.370235,1265,0.2619999945163727
1774131225.2869246,1476,0.3199999928474426
1774131274.2115228,1687,0.32199999690055847
1774131323.0161686,1898,0.3140000104904175
1774131372.0092485,2109,0.3140000104904175
1774131421.0825717,2320,0.3319999873638153
1774131469.8520455,2531,0.3619999885559082
1774131518.6619496,2742,0.3700000047683716
1774131567.5465677,2953,0.3880000114440918
1774131616.375068,3164,0.40799999237060547
1774131665.1134255,3375,0.4440000057220459
1774131714.0477908,3586,0.4959999918937683
1774131762.8512285,3797,0.5379999876022339
1774131811.6166923,4008,0.5820000171661377
1774131860.4622707,4219,0.6079999804496765
1774131909.156451,4430,0.6539999842643738
1774131957.8347468,4641,0.6800000071525574
1774132006.971024,4852,0.699999988079071
1774132055.8263476,5063,0.7239999771118164
1774132104.5361445,5274,0.734000027179718
1774132153.1959999,5485,0.7400000095367432
1774132201.9794614,5696,0.7599999904632568
1774132250.9033275,5907,0.7680000066757202
1774132299.9294314,6118,0.7739999890327454
1774132348.8352087,6329,0.7879999876022339
1774132397.515638,6540,0.8019999861717224
1774132446.3097658,6751,0.8159999847412109
1774132495.217064,6962,0.8159999847412109
1774132543.9264305,7173,0.8259999752044678
1774132593.024535,7384,0.8299999833106995
1774132641.7998133,7595,0.8339999914169312
1774132690.6341152,7806,0.8399999737739563
1774132739.3607392,8017,0.8320000171661377
1774132788.1172771,8228,0.8360000252723694
1774132836.7736688,8439,0.8379999995231628
1774132885.4573975,8650,0.843999981880188
1774132934.5281374,8861,0.8460000157356262
1774132983.3608928,9072,0.8479999899864197
1774133032.0221071,9283,0.8420000076293945
1774133080.8633108,9494,0.8420000076293945
1774133129.6253262,9705,0.8399999737739563
1774133178.1114757,9916,0.843999981880188
1774133227.1450825,10127,0.8399999737739563
1774133276.0181887,10338,0.843999981880188
1774133324.9710636,10549,0.8420000076293945
1774133373.697288,10760,0.843999981880188
1774133422.4611878,10971,0.8420000076293945
1774133470.8807187,11182,0.843999981880188
1774133519.7382386,11393,0.8539999723434448
1774133568.0478425,11604,0.8479999899864197
1774133616.7256837,11815,0.8479999899864197
1774133665.4869561,12026,0.8399999737739563
1774133713.9470267,12237,0.8420000076293945
1774133762.556049,12448,0.8399999737739563
1774133811.045664,12659,0.843999981880188
1774133860.1240485,12870,0.8379999995231628
1774133908.9526837,13081,0.843999981880188
1774133957.5804179,13292,0.8519999980926514
1774134006.1757462,13503,0.8500000238418579
1774134054.749632,13714,0.8579999804496765
1774134103.4322746,13925,0.8579999804496765
1774134152.3435884,14136,0.8519999980926514
1774134200.95254,14347,0.8539999723434448
1774134249.519473,14558,0.8539999723434448
1774134298.5211096,14769,0.8539999723434448
1774134347.2101266,14980,0.8519999980926514
1774134396.0386932,15191,0.8560000061988831
1774134444.96004,15402,0.8560000061988831
1774134493.5652623,15613,0.8659999966621399
1774134542.452033,15824,0.8659999966621399
1774134591.3582435,16035,0.8560000061988831
1774134640.100891,16246,0.8560000061988831
1774134689.041131,16457,0.8579999804496765
1774134737.731088,16668,0.8619999885559082
1774134786.3426309,16879,0.8740000128746033
1774134835.1383517,17090,0.8640000224113464
1774134883.9842079,17301,0.8619999885559082
1774134932.5137498,17512,0.8640000224113464
1774134981.7373593,17723,0.8600000143051147
1774135030.436028,17934,0.8600000143051147
1774135079.3182447,18145,0.8619999885559082
1774135127.6604645,18356,0.8600000143051147
1774135176.2165766,18567,0.8619999885559082
1774135224.8048546,18778,0.8579999804496765
1774135273.7064886,18989,0.8640000224113464
1774135322.327045,19200,0.871999979019165
1774135371.1774285,19411,0.8700000047683716
1774135419.7494857,19622,0.8679999709129333
1774135468.433011,19833,0.8659999966621399
1774135517.6565018,20044,0.8759999871253967
1774135566.0202434,20255,0.8700000047683716
1774135614.6629415,20466,0.8759999871253967
1774135663.3255928,20677,0.8820000290870667
1774135712.194362,20888,0.8799999952316284
1774135760.9990857,21099,0.8759999871253967
1774135810.1791632,21310,0.8799999952316284
1774135859.0277603,21521,0.8880000114440918
1774135907.673242,21732,0.8840000033378601
1774135956.4038744,21943,0.878000020980835
1774136004.9874225,22154,0.8799999952316284
1774136053.8326633,22365,0.871999979019165
1774136102.3013644,22576,0.871999979019165
1774136150.7594876,22787,0.8740000128746033
1774136199.5215008,22998,0.8700000047683716
1774136248.1261284,23209,0.8679999709129333
1774136296.23087,23420,0.871999979019165
